시리얼,온도 평균(℃),습도 평균(%),총 결측 수,총 행 수,결측률 (%)
OC3CL200227,0,0,0,7272,0.0
OC3CL200229,0,0,0,7383,0.0
V02Q1940054,0,0,0,7331,0.0
OC3DL220002,0,0,0,35,0.0
OC3CL210109,0,0,0,6891,0.0
OC3CL210110,0,0,0,6961,0.0
OC3CL210111,0,0,0,6879,0.0
OC3CL210112,0,0,0,7016,0.0
OC3CL210113,0,0,0,6944,0.0
OC3CL210114,0,0,0,6990,0.0
OC3CL210115,0,0,0,6944,0.0
OC3CL210300,0,0,0,4452,0.0
OC3DL220000,0,0,0,21123,0.0
OC3DL220001,0,0,0,31869,0.0
OC3DL2200016,0,0,0,23,0.0
OC3DL2200017,0,0,0,23,0.0
OC3DL2200018,0,0,0,23,0.0
OC3DL2200019,0,0,0,23,0.0
OC3DL220020,0,0,0,1377,0.0
OC3CL210105,0,0,0,6784,0.0
OC3DL220021,0,0,0,1375,0.0
OC3DL220022,0,0,0,1180,0.0
OC3DL230025,0,0,0,737,0.0
OC3DL230026,0,0,0,737,0.0
OC3DL230027,0,0,0,738,0.0
V02Q1940043,0,0,0,6136,0.0
V02Q1940044,0,0,0,7313,0.0
V02Q1940045,0,0,0,6480,0.0
V02Q1940046,0,0,0,6497,0.0
V02Q1940047,0,0,0,7240,0.0
V02Q1940049,0,0,0,6931,0.0
V02Q1940050,0,0,0,7310,0.0
V02Q1940051,0,0,0,7285,0.0
V02Q1940052,0,0,0,7356,0.0
OC3CL210107,0,0,0,6860,0.0
OC3CL210104,0,0,0,6949,0.0
OC3CL200230,0,0,0,4976,0.0
OC3CL200246,0,0,0,6086,0.0
OC3CL200231,0,0,0,6054,0.0
OC3CL200233,0,0,0,6129,0.0
OC3CL200234,0,0,0,6152,0.0
OC3CL200235,0,0,0,5409,0.0
OC3CL200236,0,0,0,5523,0.0
OC3CL200237,0,0,0,5760,0.0
OC3CL200238,0,0,0,6125,0.0
OC3CL200239,0,0,0,5969,0.0
OC3CL200240,0,0,0,5971,0.0
OC3CL200241,0,0,0,6089,0.0
OC3CL200242,0,0,0,6117,0.0
OC3CL200243,0,0,0,6148,0.0
OC3CL200244,0,0,0,7210,0.0
OC3CL200245,0,0,0,7392,0.0
OC3CL200247,0,0,0,5826,0.0
OC3CL210103,0,0,0,6765,0.0
OC3CL200248,0,0,0,5682,0.0
OC3CL200249,0,0,0,5865,0.0
OC3CL200250,0,0,0,5692,0.0
OC3CL200251,0,0,0,6018,0.0
OC3CL200252,0,0,0,6129,0.0
OC3CL200253,0,0,0,6066,0.0
OC3CL200255,0,0,0,5983,0.0
OC3CL200256,0,0,0,6155,0.0
OC3CL200257,0,0,0,6107,0.0
OC3CL200258,0,0,0,19,0.0
OC3CL200259,0,0,0,6159,0.0
OC3CL210099,0,0,0,6811,0.0
OC3CL210101,0,0,0,6762,0.0
OC3CL210102,0,0,0,7003,0.0
OC3CL200155,0,0,0,7243,0.0
OC3CL200154,0,0,0,4799,0.0
OC3CL200152,0,0,0,5585,0.0
OC3CL200065,0,0,0,7273,0.0
OC3CL200050,0,0,0,6548,0.0
OC3CL200051,0,0,0,6910,0.0
OC3CL200052,0,0,0,6946,0.0
OC3CL200053,0,0,0,7022,0.0
OC3CL200054,0,0,0,7314,0.0
OC3CL200055,0,0,0,7260,0.0
OC3CL200056,0,0,0,7228,0.0
OC3CL200057,0,0,0,6918,0.0
OC3CL200058,0,0,0,7288,0.0
OC3CL200059,0,0,0,7498,0.0
OC3CL200060,0,0,0,7290,0.0
OC3CL200061,0,0,0,7182,0.0
OC3CL200063,0,0,0,7012,0.0
OC3CL200064,0,0,0,6318,0.0
OC3CL200066,0,0,0,7191,0.0
OC3CL200048,0,0,0,6993,0.0
OC3CL200067,0,0,0,7037,0.0
OC3CL200068,0,0,0,7348,0.0
OC3CL200069,0,0,0,6807,0.0
OC3CL200070,0,0,0,7359,0.0
OC3CL200071,0,0,0,7402,0.0
OC3CL200073,0,0,0,6961,0.0
OC3CL200074,0,0,0,6803,0.0
OC3CL200075,0,0,0,7446,0.0
OC3CL200076,0,0,0,7173,0.0
OC3CL200077,0,0,0,7434,0.0
OC3CL200078,0,0,0,7350,0.0
OC3CL200079,0,0,0,7065,0.0
OC3CL200080,0,0,0,6882,0.0
OC3CL200081,0,0,0,7363,0.0
OC3CL200049,0,0,0,6935,0.0
OC3CL200047,0,0,0,7436,0.0
OC3CL200151,0,0,0,6149,0.0
OC3CL200029,0,0,0,6970,0.0
OC3CL200010,0,0,0,7211,0.0
OC3CL200012,0,0,0,6768,0.0
OC3CL200013,0,0,0,6215,0.0
OC3CL200016,0,0,0,7271,0.0
OC3CL200018,0,0,0,7294,0.0
OC3CL200019,0,0,0,6873,0.0
OC3CL200020,0,0,0,7349,0.0
OC3CL200021,0,0,0,7395,0.0
OC3CL200022,0,0,0,7393,0.0
OC3CL200023,0,0,0,7378,0.0
OC3CL200025,0,0,0,7060,0.0
OC3CL200026,0,0,0,7069,0.0
OC3CL200027,0,0,0,7122,0.0
OC3CL200028,0,0,0,6950,0.0
OC3CL200030,0,0,0,6942,0.0
OC3CL200046,0,0,0,7104,0.0
OC3CL200031,0,0,0,7404,0.0
OC3CL200032,0,0,0,7273,0.0
OC3CL200033,0,0,0,7387,0.0
OC3CL200034,0,0,0,7465,0.0
OC3CL200035,0,0,0,6797,0.0
OC3CL200036,0,0,0,5379,0.0
OC3CL200037,0,0,0,6702,0.0
OC3CL200038,0,0,0,6472,0.0
OC3CL200040,0,0,0,5316,0.0
OC3CL200041,0,0,0,7272,0.0
OC3CL200042,0,0,0,7333,0.0
OC3CL200043,0,0,0,7440,0.0
OC3CL200044,0,0,0,7390,0.0
OC3CL200045,0,0,0,7007,0.0
OC3CL200082,0,0,0,7072,0.0
OC3CL200083,0,0,0,7358,0.0
OC3CL200084,0,0,0,7342,0.0
OC3CL200135,0,0,0,6059,0.0
OC3CL200119,0,0,0,7395,0.0
OC3CL200120,0,0,0,7356,0.0
OC3CL200121,0,0,0,6981,0.0
OC3CL200122,0,0,0,6943,0.0
OC3CL200123,0,0,0,7284,0.0
OC3CL200124,0,0,0,6964,0.0
OC3CL200125,0,0,0,6990,0.0
OC3CL200127,0,0,0,7428,0.0
OC3CL200128,0,0,0,6970,0.0
OC3CL200129,0,0,0,6676,0.0
OC3CL200130,0,0,0,7377,0.0
OC3CL200132,0,0,0,7395,0.0
OC3CL200133,0,0,0,7407,0.0
OC3CL200134,0,0,0,7397,0.0
OC3CL200136,0,0,0,6035,0.0
OC3CL200085,0,0,0,7384,0.0
OC3CL200137,0,0,0,5808,0.0
OC3CL200138,0,0,0,6153,0.0
OC3CL200139,0,0,0,6207,0.0
OC3CL200140,0,0,0,5982,0.0
OC3CL200141,0,0,0,6072,0.0
OC3CL200142,0,0,0,4759,0.0
OC3CL200143,0,0,0,4873,0.0
OC3CL200144,0,0,0,5618,0.0
OC3CL200145,0,0,0,5761,0.0
OC3CL200146,0,0,0,6155,0.0
OC3CL200147,0,0,0,6212,0.0
OC3CL200148,0,0,0,6200,0.0
OC3CL200149,0,0,0,6182,0.0
OC3CL200150,0,0,0,6151,0.0
OC3CL200118,0,0,0,7295,0.0
OC3CL200117,0,0,0,6938,0.0
OC3CL200116,0,0,0,7364,0.0
OC3CL200115,0,0,0,6706,0.0
OC3CL200086,0,0,0,4999,0.0
OC3CL200087,0,0,0,4813,0.0
OC3CL200088,0,0,0,4743,0.0
OC3CL200089,0,0,0,4721,0.0
OC3CL200090,0,0,0,4959,0.0
OC3CL200091,0,0,0,7279,0.0
OC3CL200092,0,0,0,6861,0.0
OC3CL200093,0,0,0,7298,0.0
OC3CL200094,0,0,0,6782,0.0
OC3CL200095,0,0,0,7337,0.0
OC3CL200096,0,0,0,7359,0.0
OC3CL200097,0,0,0,7289,0.0
OC3CL200098,0,0,0,7302,0.0
OC3CL200099,0,0,0,6973,0.0
OC3CL200100,0,0,0,7394,0.0
OC3CL200101,0,0,0,7335,0.0
OC3CL200102,0,0,0,7293,0.0
OC3CL200103,0,0,0,7306,0.0
OC3CL200104,0,0,0,7369,0.0
OC3CL200105,0,0,0,7334,0.0
OC3CL200106,0,0,0,7373,0.0
OC3CL200107,0,0,0,7346,0.0
OC3CL200108,0,0,0,7307,0.0
OC3CL200109,0,0,0,7461,0.0
OC3CL200110,0,0,0,7355,0.0
OC3CL200111,0,0,0,7469,0.0
OC3CL200112,0,0,0,3651,0.0
OC3CL200113,0,0,0,6925,0.0
OC3CL200114,0,0,0,7358,0.0
V02Q1940053,0,0,0,7369,0.0
V02Q1940056,0,0,0,6624,0.0
V02Q1940358,0,0,0,6872,0.0
V02Q1940268,0,0,0,7421,0.0
V02Q1940253,0,0,0,7281,0.0
V02Q1940254,0,0,0,7446,0.0
V02Q1940255,0,0,0,7492,0.0
V02Q1940256,0,0,0,7536,0.0
V02Q1940257,0,0,0,7239,0.0
V02Q1940258,0,0,0,7271,0.0
V02Q1940259,0,0,0,7420,0.0
V02Q1940260,0,0,0,7153,0.0
V02Q1940261,0,0,0,7308,0.0
V02Q1940263,0,0,0,7303,0.0
V02Q1940264,0,0,0,7230,0.0
V02Q1940265,0,0,0,7182,0.0
V02Q1940266,0,0,0,6882,0.0
V02Q1940267,0,0,0,6868,0.0
V02Q1940269,0,0,0,7012,0.0
V02Q1940251,0,0,0,7397,0.0
V02Q1940270,0,0,0,7294,0.0
V02Q1940271,0,0,0,7183,0.0
V02Q1940272,0,0,0,7082,0.0
V02Q1940273,0,0,0,7265,0.0
V02Q1940274,0,0,0,1506,0.0
V02Q1940275,0,0,0,5782,0.0
V02Q1940276,0,0,0,7234,0.0
V02Q1940277,0,0,0,6480,0.0
V02Q1940278,0,0,0,6899,0.0
V02Q1940280,0,0,0,7355,0.0
V02Q1940281,0,0,0,6799,0.0
V02Q1940282,0,0,0,7363,0.0
V02Q1940283,0,0,0,7132,0.0
V02Q1940284,0,0,0,5731,0.0
V02Q1940252,0,0,0,6623,0.0
V02Q1940250,0,0,0,6699,0.0
V02Q1940286,0,0,0,7317,0.0
V02Q1940232,0,0,0,6504,0.0
V02Q1940209,0,0,0,6018,0.0
V02Q1940210,0,0,0,6948,0.0
V02Q1940215,0,0,0,6824,0.0
V02Q1940216,0,0,0,6855,0.0
V02Q1940217,0,0,0,6574,0.0
V02Q1940218,0,0,0,6613,0.0
V02Q1940219,0,0,0,7350,0.0
V02Q1940220,0,0,0,6874,0.0
V02Q1940221,0,0,0,7359,0.0
V02Q1940222,0,0,0,7208,0.0
V02Q1940223,0,0,0,7323,0.0
V02Q1940224,0,0,0,6949,0.0
V02Q1940225,0,0,0,6506,0.0
V02Q1940231,0,0,0,7375,0.0
V02Q1940233,0,0,0,7310,0.0
V02Q1940249,0,0,0,7329,0.0
V02Q1940234,0,0,0,6499,0.0
V02Q1940235,0,0,0,7376,0.0
V02Q1940236,0,0,0,2093,0.0
V02Q1940237,0,0,0,6661,0.0
V02Q1940238,0,0,0,6996,0.0
V02Q1940240,0,0,0,7206,0.0
V02Q1940241,0,0,0,6557,0.0
V02Q1940242,0,0,0,7195,0.0
V02Q1940243,0,0,0,6767,0.0
V02Q1940244,0,0,0,7532,0.0
V02Q1940245,0,0,0,7099,0.0
V02Q1940246,0,0,0,7378,0.0
V02Q1940247,0,0,0,6826,0.0
V02Q1940248,0,0,0,6627,0.0
V02Q1940285,0,0,0,7318,0.0
V02Q1940287,0,0,0,7336,0.0
V02Q1940057,0,0,0,5640,0.0
V02Q1940340,0,0,0,7406,0.0
V02Q1940325,0,0,0,7207,0.0
V02Q1940326,0,0,0,6878,0.0
V02Q1940327,0,0,0,7319,0.0
V02Q1940328,0,0,0,7338,0.0
V02Q1940329,0,0,0,6689,0.0
V02Q1940330,0,0,0,7025,0.0
V02Q1940331,0,0,0,5965,0.0
V02Q1940333,0,0,0,6699,0.0
V02Q1940334,0,0,0,7229,0.0
V02Q1940335,0,0,0,7202,0.0
V02Q1940336,0,0,0,4291,0.0
V02Q1940337,0,0,0,6067,0.0
V02Q1940338,0,0,0,7212,0.0
V02Q1940339,0,0,0,5427,0.0
V02Q1940341,0,0,0,6694,0.0
V02Q1940323,0,0,0,7284,0.0
V02Q1940342,0,0,0,7191,0.0
OC3CL200009,0,0,0,3644,0.0
V02Q1940344,0,0,0,7290,0.0
V02Q1940345,0,0,0,6842,0.0
V02Q1940346,0,0,0,7034,0.0
V02Q1940347,0,0,0,6747,0.0
V02Q1940348,0,0,0,7370,0.0
V02Q1940349,0,0,0,6651,0.0
V02Q1940350,0,0,0,6776,0.0
V02Q1940351,0,0,0,7282,0.0
V02Q1940353,0,0,0,6246,0.0
V02Q1940354,0,0,0,6791,0.0
V02Q1940355,0,0,0,6697,0.0
V02Q1940356,0,0,0,7332,0.0
V02Q1940324,0,0,0,7166,0.0
V02Q1940322,0,0,0,7394,0.0
V02Q1940288,0,0,0,7427,0.0
V02Q1940303,0,0,0,7275,0.0
V02Q1940289,0,0,0,7254,0.0
V02Q1940290,0,0,0,6805,0.0
V02Q1940291,0,0,0,6863,0.0
V02Q1940292,0,0,0,6909,0.0
V02Q1940293,0,0,0,7359,0.0
V02Q1940294,0,0,0,7361,0.0
V02Q1940295,0,0,0,7152,0.0
V02Q1940296,0,0,0,7356,0.0
V02Q1940297,0,0,0,7043,0.0
V02Q1940298,0,0,0,6411,0.0
V02Q1940299,0,0,0,6907,0.0
V02Q1940300,0,0,0,7450,0.0
V02Q1940301,0,0,0,7304,0.0
V02Q1940302,0,0,0,5421,0.0
V02Q1940304,0,0,0,5573,0.0
V02Q1940321,0,0,0,6779,0.0
V02Q1940305,0,0,0,7335,0.0
V02Q1940306,0,0,0,6738,0.0
V02Q1940307,0,0,0,6915,0.0
V02Q1940308,0,0,0,7349,0.0
V02Q1940309,0,0,0,6616,0.0
V02Q1940310,0,0,0,7418,0.0
V02Q1940313,0,0,0,7264,0.0
V02Q1940314,0,0,0,7431,0.0
V02Q1940315,0,0,0,5909,0.0
V02Q1940316,0,0,0,6110,0.0
V02Q1940317,0,0,0,6717,0.0
V02Q1940318,0,0,0,663,0.0
V02Q1940319,0,0,0,7341,0.0
V02Q1940320,0,0,0,7242,0.0
V02Q1940208,0,0,0,6841,0.0
V02Q1940207,0,0,0,7406,0.0
V02Q1940206,0,0,0,7327,0.0
V02Q1940114,0,0,0,7414,0.0
V02Q1940100,0,0,0,7365,0.0
V02Q1940101,0,0,0,7230,0.0
V02Q1940102,0,0,0,7278,0.0
V02Q1940103,0,0,0,6875,0.0
V02Q1940104,0,0,0,7353,0.0
V02Q1940105,0,0,0,7260,0.0
V02Q1940106,0,0,0,7364,0.0
V02Q1940107,0,0,0,7333,0.0
V02Q1940108,0,0,0,6742,0.0
V02Q1940109,0,0,0,7275,0.0
V02Q1940110,0,0,0,6243,0.0
V02Q1940111,0,0,0,6632,0.0
V02Q1940112,0,0,0,7306,0.0
V02Q1940113,0,0,0,7308,0.0
V02Q1940115,0,0,0,6917,0.0
V02Q1940098,0,0,0,5433,0.0
V02Q1940116,0,0,0,6915,0.0
V02Q1940117,0,0,0,7287,0.0
V02Q1940118,0,0,0,7390,0.0
V02Q1940119,0,0,0,4174,0.0
V02Q1940120,0,0,0,7350,0.0
V02Q1940121,0,0,0,5820,0.0
V02Q1940122,0,0,0,7133,0.0
V02Q1940123,0,0,0,7413,0.0
V02Q1940125,0,0,0,4321,0.0
V02Q1940127,0,0,0,7385,0.0
V02Q1940128,0,0,0,6900,0.0
V02Q1940131,0,0,0,6809,0.0
V02Q1940132,0,0,0,6908,0.0
V02Q1940133,0,0,0,6778,0.0
V02Q1940099,0,0,0,6684,0.0
V02Q1940097,0,0,0,6940,0.0
V02Q1940205,0,0,0,7172,0.0
V02Q1940074,0,0,0,5038,0.0
V02Q1940058,0,0,0,7395,0.0
V02Q1940060,0,0,0,7384,0.0
V02Q1940061,0,0,0,6200,0.0
V02Q1940062,0,0,0,7347,0.0
V02Q1940063,0,0,0,7419,0.0
V02Q1940064,0,0,0,7360,0.0
V02Q1940065,0,0,0,7342,0.0
V02Q1940066,0,0,0,7374,0.0
V02Q1940067,0,0,0,4391,0.0
V02Q1940069,0,0,0,7306,0.0
V02Q1940070,0,0,0,7348,0.0
V02Q1940071,0,0,0,5783,0.0
V02Q1940072,0,0,0,7025,0.0
V02Q1940073,0,0,0,7176,0.0
V02Q1940075,0,0,0,6328,0.0
V02Q1940096,0,0,0,6771,0.0
V02Q1940076,0,0,0,7197,0.0
V02Q1940077,0,0,0,7519,0.0
V02Q1940081,0,0,0,7108,0.0
V02Q1940082,0,0,0,7330,0.0
V02Q1940083,0,0,0,7312,0.0
V02Q1940084,0,0,0,7353,0.0
V02Q1940085,0,0,0,7258,0.0
V02Q1940086,0,0,0,7340,0.0
V02Q1940088,0,0,0,7030,0.0
V02Q1940089,0,0,0,7292,0.0
V02Q1940091,0,0,0,7132,0.0
V02Q1940092,0,0,0,7026,0.0
V02Q1940094,0,0,0,6817,0.0
V02Q1940095,0,0,0,6118,0.0
V02Q1940134,0,0,0,6878,0.0
V02Q1940135,0,0,0,7311,0.0
V02Q1940136,0,0,0,7361,0.0
V02Q1940188,0,0,0,7088,0.0
V02Q1940174,0,0,0,7486,0.0
V02Q1940175,0,0,0,7318,0.0
V02Q1940176,0,0,0,7166,0.0
V02Q1940177,0,0,0,7362,0.0
V02Q1940178,0,0,0,6446,0.0
V02Q1940179,0,0,0,7348,0.0
V02Q1940180,0,0,0,7392,0.0
V02Q1940181,0,0,0,6850,0.0
V02Q1940182,0,0,0,6970,0.0
V02Q1940183,0,0,0,6597,0.0
V02Q1940184,0,0,0,7522,0.0
V02Q1940185,0,0,0,7471,0.0
V02Q1940186,0,0,0,4753,0.0
V02Q1940187,0,0,0,7034,0.0
V02Q1940189,0,0,0,7319,0.0
V02Q1940137,0,0,0,7440,0.0
V02Q1940190,0,0,0,7361,0.0
V02Q1940191,0,0,0,6626,0.0
V02Q1940192,0,0,0,7356,0.0
V02Q1940193,0,0,0,7224,0.0
V02Q1940194,0,0,0,7311,0.0
V02Q1940195,0,0,0,6718,0.0
V02Q1940196,0,0,0,6858,0.0
V02Q1940197,0,0,0,6976,0.0
V02Q1940198,0,0,0,5128,0.0
V02Q1940199,0,0,0,7469,0.0
V02Q1940201,0,0,0,7442,0.0
V02Q1940202,0,0,0,7409,0.0
V02Q1940203,0,0,0,7300,0.0
V02Q1940204,0,0,0,7188,0.0
V02Q1940173,0,0,0,7307,0.0
V02Q1940172,0,0,0,7415,0.0
V02Q1940171,0,0,0,7448,0.0
V02Q1940170,0,0,0,7446,0.0
V02Q1940138,0,0,0,7423,0.0
V02Q1940139,0,0,0,6783,0.0
V02Q1940140,0,0,0,6809,0.0
V02Q1940141,0,0,0,7448,0.0
V02Q1940142,0,0,0,7351,0.0
V02Q1940143,0,0,0,7349,0.0
V02Q1940144,0,0,0,7403,0.0
V02Q1940145,0,0,0,7315,0.0
V02Q1940146,0,0,0,6401,0.0
V02Q1940147,0,0,0,7145,0.0
V02Q1940148,0,0,0,7447,0.0
V02Q1940149,0,0,0,6907,0.0
V02Q1940151,0,0,0,6669,0.0
V02Q1940152,0,0,0,7342,0.0
V02Q1940153,0,0,0,7081,0.0
V02Q1940154,0,0,0,6961,0.0
V02Q1940155,0,0,0,5778,0.0
V02Q1940156,0,0,0,6885,0.0
V02Q1940157,0,0,0,6492,0.0
V02Q1940159,0,0,0,6955,0.0
V02Q1940160,0,0,0,7294,0.0
V02Q1940161,0,0,0,6308,0.0
V02Q1940162,0,0,0,7328,0.0
V02Q1940163,0,0,0,7267,0.0
V02Q1940164,0,0,0,7344,0.0
V02Q1940166,0,0,0,7386,0.0
V02Q1940167,0,0,0,7293,0.0
V02Q1940168,0,0,0,7370,0.0
V02Q1940169,0,0,0,7351,0.0
V02Q2300007,0,0,0,381,0.0
