지점,지점명,일시,기온(°C),강수량(mm),습도(%)
509,관악,2024-12-30 16:00,7.3,0,61
509,관악,2024-12-30 17:00,7,0,67
509,관악,2024-12-30 18:00,6.3,0,73
509,관악,2024-12-30 19:00,4.3,0,79
509,관악,2024-12-30 20:00,3.9,0,81
509,관악,2024-12-30 21:00,5,0,71
509,관악,2024-12-30 22:00,4.2,0,73
509,관악,2024-12-30 23:00,3.9,0,73
509,관악,2024-12-31 0:00,4.5,0,75
510,영등포,2024-12-30 0:00,3.8,0,61
510,영등포,2024-12-30 1:00,4.3,0,60
510,영등포,2024-12-30 2:00,4.1,0,63
510,영등포,2024-12-30 3:00,4.4,0,65
510,영등포,2024-12-30 4:00,4.5,0,66
510,영등포,2024-12-30 5:00,4.8,0,66
510,영등포,2024-12-30 6:00,4.8,0,67
510,영등포,2024-12-30 7:00,4.9,0,67
510,영등포,2024-12-30 8:00,4.7,0,68
510,영등포,2024-12-30 9:00,5.4,0,68
510,영등포,2024-12-30 10:00,6.1,0,66
510,영등포,2024-12-30 11:00,7.9,0,60
510,영등포,2024-12-30 12:00,8.6,0,57
510,영등포,2024-12-30 13:00,10,0,49
510,영등포,2024-12-30 14:00,9.5,0,50
510,영등포,2024-12-30 15:00,9.2,0,53
510,영등포,2024-12-30 16:00,8.7,0,59
510,영등포,2024-12-30 17:00,8.2,0,64
510,영등포,2024-12-30 18:00,7.6,0,62
510,영등포,2024-12-30 19:00,7,0,63
510,영등포,2024-12-30 20:00,6.7,0,64
510,영등포,2024-12-30 21:00,6.3,0,64
510,영등포,2024-12-30 22:00,5.6,0,65
510,영등포,2024-12-30 23:00,5.6,0,69
510,영등포,2024-12-31 0:00,5.8,0,71
889,현충원,2024-12-30 0:00,0.8,0,86
889,현충원,2024-12-30 1:00,1.5,0,83
889,현충원,2024-12-30 2:00,0.4,0,87
889,현충원,2024-12-30 3:00,0.7,0,89
889,현충원,2024-12-30 4:00,1,0,90
889,현충원,2024-12-30 5:00,1.3,0,90
889,현충원,2024-12-30 6:00,1.5,0,90
889,현충원,2024-12-30 7:00,1.6,0,90
889,현충원,2024-12-30 8:00,1.4,0,94
889,현충원,2024-12-30 9:00,2.2,0,93
889,현충원,2024-12-30 10:00,5.6,0,80
889,현충원,2024-12-30 11:00,8.9,0,61
889,현충원,2024-12-30 12:00,9.9,0,59
889,현충원,2024-12-30 13:00,10.5,0,54
889,현충원,2024-12-30 14:00,10.2,0,51
889,현충원,2024-12-30 15:00,9.7,0,54
889,현충원,2024-12-30 16:00,9.1,0,59
889,현충원,2024-12-30 17:00,8.5,0,65
889,현충원,2024-12-30 18:00,8,0,69
889,현충원,2024-12-30 19:00,5.7,0,74
889,현충원,2024-12-30 20:00,3.4,0,88
889,현충원,2024-12-30 21:00,2.5,0,88
889,현충원,2024-12-30 22:00,2.6,0,83
889,현충원,2024-12-30 23:00,2.2,0,89
889,현충원,2024-12-31 0:00,4.6,0,87
